Time_Period,Time_Period_Label,categoryCode,COD_categoryCode_Label,Formatted_FIPS,State,Deaths,Population,Age_Adjusted_Rate
3,1990-1994,52,Heart disease,49,UT,14038,9198279,240.138880
3,1990-1994,52,Heart disease,50,VT,7571,2865699,289.025290
3,1990-1994,52,Heart disease,51,VA,78534,32005651,308.550150
3,1990-1994,52,Heart disease,53,WA,56681,25707076,257.655840
3,1990-1994,52,Heart disease,54,WV,35158,9036623,359.476220
3,1990-1994,52,Heart disease,55,WI,72036,25100077,283.854430
3,1990-1994,52,Heart disease,56,WY,4736,2332463,258.084110
3,1990-1994,66,Influenza and pneumonia,01,AL,6500,20768188,34.267020
3,1990-1994,66,Influenza and pneumonia,02,AK,238,2911712,27.095140
3,1990-1994,66,Influenza and pneumonia,04,AZ,5897,19680073,34.673500
3,1990-1994,66,Influenza and pneumonia,05,AR,4651,12100175,36.086510
3,1990-1994,66,Influenza and pneumonia,06,CA,50051,153964779,43.838180
3,1990-1994,66,Influenza and pneumonia,08,CO,4675,17515354,37.156960
3,1990-1994,66,Influenza and pneumonia,09,CT,5757,16516019,34.693170
3,1990-1994,66,Influenza and pneumonia,10,DE,965,3468096,33.659040
3,1990-1994,66,Influenza and pneumonia,11,DC,1002,2989875,35.987910
3,1990-1994,66,Influenza and pneumonia,12,FL,17741,68124906,21.500620
3,1990-1994,66,Influenza and pneumonia,13,GA,9374,34083829,38.335940
3,1990-1994,66,Influenza and pneumonia,15,HI,1413,5763970,32.754330
3,1990-1994,66,Influenza and pneumonia,16,ID,1655,5373658,37.250010
3,1990-1994,66,Influenza and pneumonia,17,IL,19386,58415914,36.298430
3,1990-1994,66,Influenza and pneumonia,18,IN,8716,28367639,33.587940
3,1990-1994,66,Influenza and pneumonia,19,IA,6039,14080487,34.714260
3,1990-1994,66,Influenza and pneumonia,20,KS,4575,12645750,33.134160
3,1990-1994,66,Influenza and pneumonia,21,KY,7173,18834387,42.019730
3,1990-1994,66,Influenza and pneumonia,22,LA,5152,21430164,30.257810
3,1990-1994,66,Influenza and pneumonia,23,ME,1839,6188481,29.251810
3,1990-1994,66,Influenza and pneumonia,24,MD,5938,24567426,31.560390
3,1990-1994,66,Influenza and pneumonia,25,MA,12509,30219414,39.986660
3,1990-1994,66,Influenza and pneumonia,26,MI,14242,47312659,35.219620
3,1990-1994,66,Influenza and pneumonia,27,MN,7438,22477839,33.103310
3,1990-1994,66,Influenza and pneumonia,28,MS,4314,13139775,36.060990
3,1990-1994,66,Influenza and pneumonia,29,MO,10198,26100646,36.814680
3,1990-1994,66,Influenza and pneumonia,30,MT,1306,4140582,33.104450
3,1990-1994,66,Influenza and pneumonia,31,NE,3166,8050622,34.467290
3,1990-1994,66,Influenza and pneumonia,32,NV,1409,6759884,31.330220
3,1990-1994,66,Influenza and pneumonia,33,NH,1414,5608983,29.278520
3,1990-1994,66,Influenza and pneumonia,34,NJ,11597,39388593,31.637890
3,1990-1994,66,Influenza and pneumonia,35,NM,1854,7984667,31.433120
3,1990-1994,66,Influenza and pneumonia,36,NY,33417,91194042,38.578750
3,1990-1994,66,Influenza and pneumonia,37,NC,10262,34540347,35.480860
3,1990-1994,66,Influenza and pneumonia,38,ND,1049,3198796,28.118890
3,1990-1994,66,Influenza and pneumonia,39,OH,16027,55075902,31.417850
3,1990-1994,66,Influenza and pneumonia,40,OK,6474,16074767,40.172510
3,1990-1994,66,Influenza and pneumonia,41,OR,4535,14944214,31.104800
3,1990-1994,66,Influenza and pneumonia,42,PA,20343,60199031,31.481570
3,1990-1994,66,Influenza and pneumonia,44,RI,1572,5057766,28.519940
3,1990-1994,66,Influenza and pneumonia,45,SC,4059,18046282,28.909860
3,1990-1994,66,Influenza and pneumonia,46,SD,1398,3565423,33.563400
3,1990-1994,66,Influenza and pneumonia,47,TN,8965,25262536,39.351700
3,1990-1994,66,Influenza and pneumonia,48,TX,19381,88869927,29.661880
3,1990-1994,66,Influenza and pneumonia,49,UT,2166,9198279,38.457950
3,1990-1994,66,Influenza and pneumonia,50,VT,923,2865699,35.480210
3,1990-1994,66,Influenza and pneumonia,51,VA,8845,32005651,36.705410
3,1990-1994,66,Influenza and pneumonia,53,WA,7092,25707076,33.393600
3,1990-1994,66,Influenza and pneumonia,54,WV,3438,9036623,36.294620
3,1990-1994,66,Influenza and pneumonia,55,WI,8617,25100077,33.833160
3,1990-1994,66,Influenza and pneumonia,56,WY,594,2332463,34.176440
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",01,AL,42,20768188,0.186920
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",02,AK,SUPPRESSED,2911712,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",04,AZ,14,19680073,0.063410
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",05,AR,SUPPRESSED,12100175,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",06,CA,276,153964779,0.154920
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",08,CO,19,17515354,0.092100
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",09,CT,15,16516019,0.087370
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",10,DE,SUPPRESSED,3468096,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",11,DC,10,2989875,0.342490
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",12,FL,97,68124906,0.140100
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",13,GA,67,34083829,0.169250
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",15,HI,SUPPRESSED,5763970,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",16,ID,SUPPRESSED,5373658,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",17,IL,69,58415914,0.108040
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",18,IN,14,28367639,0.044600
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",19,IA,SUPPRESSED,14080487,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",20,KS,13,12645750,0.099230
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",21,KY,15,18834387,0.072460
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",22,LA,43,21430164,0.182780
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",23,ME,SUPPRESSED,6188481,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",24,MD,28,24567426,0.099300
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",25,MA,SUPPRESSED,30219414,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",26,MI,60,47312659,0.116190
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",27,MN,16,22477839,0.060470
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",28,MS,29,13139775,0.208650
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",29,MO,18,26100646,0.065980
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",30,MT,SUPPRESSED,4140582,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",31,NE,SUPPRESSED,8050622,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",32,NV,10,6759884,0.127720
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",33,NH,SUPPRESSED,5608983,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",34,NJ,45,39388593,0.104750
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",35,NM,16,7984667,0.185240
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",36,NY,188,91194042,0.188810
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",37,NC,70,34540347,0.180970
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",38,ND,SUPPRESSED,3198796,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",39,OH,52,55075902,0.086900
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",40,OK,16,16074767,0.091630
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",41,OR,12,14944214,0.074650
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",42,PA,52,60199031,0.083460
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",44,RI,SUPPRESSED,5057766,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",45,SC,32,18046282,0.154800
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",46,SD,SUPPRESSED,3565423,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",47,TN,31,25262536,0.114110
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",48,TX,116,88869927,0.115110
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",49,UT,SUPPRESSED,9198279,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",50,VT,SUPPRESSED,2865699,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",51,VA,24,32005651,0.062510
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",53,WA,19,25707076,0.066640
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",54,WV,SUPPRESSED,9036623,SUPPRESSED
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",55,WI,13,25100077,0.047080
3,1990-1994,87,"Pregnancy, childbirth, and the puerperium",56,WY,SUPPRESSED,2332463,SUPPRESSED
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",01,AL,4600,20768188,21.776970
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",02,AK,561,2911712,19.897150
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",04,AZ,3843,19680073,19.596860
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",05,AR,2398,12100175,19.720500
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",06,CA,25757,153964779,16.527430
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",08,CO,2404,17515354,13.986750
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",09,CT,1419,16516019,8.408950
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",10,DE,298,3468096,8.337520
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",11,DC,1648,2989875,49.677910
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",12,FL,11430,68124906,16.580550
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",13,GA,6511,34083829,18.954460
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",15,HI,298,5763970,5.001990
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",16,ID,805,5373658,15.507270
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",17,IL,7886,58415914,13.164440
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",18,IN,3845,28367639,13.300690
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",19,IA,1113,14080487,7.736010
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",20,KS,1685,12645750,13.306940
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",21,KY,3067,18834387,16.141340
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",22,LA,5682,21430164,25.998480
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",23,ME,595,6188481,9.483640
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",24,MD,3771,24567426,14.852710
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",25,MA,1495,30219414,4.801400
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",26,MI,7151,47312659,14.818640
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",27,MN,1779,22477839,7.922310
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",28,MS,3080,13139775,23.296430
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",29,MO,4624,26100646,17.515160
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",30,MT,714,4140582,17.456640
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",31,NE,801,8050622,9.914470
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",32,NV,1707,6759884,25.570820
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",33,NH,465,5608983,8.364410
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",34,NJ,2175,39388593,5.399220
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",35,NM,1431,7984667,18.295990
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",36,NY,11898,91194042,12.415670
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",37,NC,6232,34540347,17.405960
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",38,ND,267,3198796,8.353510
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",39,OH,6108,55075902,10.951400
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",40,OK,2653,16074767,16.467890
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",41,OR,2004,14944214,13.347810
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",42,PA,6790,60199031,10.993450
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",44,RI,282,5057766,5.322010
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",45,SC,3259,18046282,17.748390
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",46,SD,386,3565423,10.957540
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",47,TN,4952,25262536,19.073270
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",48,TX,17508,88869927,19.693560
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",49,UT,1029,9198279,12.172420
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",50,VT,342,2865699,11.961240
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",51,VA,4975,32005651,15.123960
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",53,WA,2983,25707076,11.658230
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",54,WV,1466,9036623,15.832250
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",55,WI,2530,25100077,10.028570
3,1990-1994,92,"Firearm related (accidental, suicide, homicide, und., legal interv.)",56,WY,453,2332463,20.052820
3,1990-1994,95,Homicide (assault),01,AL,2854,20768188,13.355420
3,1990-1994,95,Homicide (assault),02,AK,189,2911712,6.321760
3,1990-1994,95,Homicide (assault),04,AZ,1785,19680073,8.905130
3,1990-1994,95,Homicide (assault),05,AR,1443,12100175,11.956170
3,1990-1994,95,Homicide (assault),06,CA,19875,153964779,12.162830
3,1990-1994,95,Homicide (assault),08,CO,966,17515354,5.287580
3,1990-1994,95,Homicide (assault),09,CT,945,16516019,5.552190
3,1990-1994,95,Homicide (assault),10,DE,187,3468096,5.191400
3,1990-1994,95,Homicide (assault),11,DC,1939,2989875,58.643540
3,1990-1994,95,Homicide (assault),12,FL,7048,68124906,10.530250
3,1990-1994,95,Homicide (assault),13,GA,4252,34083829,11.820930
3,1990-1994,95,Homicide (assault),15,HI,209,5763970,3.468920
3,1990-1994,95,Homicide (assault),16,ID,152,5373658,2.857460
3,1990-1994,95,Homicide (assault),17,IL,7049,58415914,11.597860
3,1990-1994,95,Homicide (assault),18,IN,1951,28367639,6.636370
3,1990-1994,95,Homicide (assault),19,IA,300,14080487,2.132100
3,1990-1994,95,Homicide (assault),20,KS,799,12645750,6.234500
3,1990-1994,95,Homicide (assault),21,KY,1169,18834387,6.048510
3,1990-1994,95,Homicide (assault),22,LA,4193,21430164,18.740880
3,1990-1994,95,Homicide (assault),23,ME,127,6188481,2.018400
3,1990-1994,95,Homicide (assault),24,MD,3110,24567426,11.958900
3,1990-1994,95,Homicide (assault),25,MA,1238,30219414,3.940720
3,1990-1994,95,Homicide (assault),26,MI,5328,47312659,10.840300
3,1990-1994,95,Homicide (assault),27,MN,707,22477839,3.078330
3,1990-1994,95,Homicide (assault),28,MS,2178,13139775,16.352560
3,1990-1994,95,Homicide (assault),29,MO,2794,26100646,10.544820
3,1990-1994,95,Homicide (assault),30,MT,176,4140582,4.282640
3,1990-1994,95,Homicide (assault),31,NE,267,8050622,3.272910
3,1990-1994,95,Homicide (assault),32,NV,757,6759884,10.841590
3,1990-1994,95,Homicide (assault),33,NH,121,5608983,2.087330
3,1990-1994,95,Homicide (assault),34,NJ,2159,39388593,5.331860
3,1990-1994,95,Homicide (assault),35,NM,793,7984667,9.758560
3,1990-1994,95,Homicide (assault),36,NY,12046,91194042,12.498830
3,1990-1994,95,Homicide (assault),37,NC,4114,34540347,11.224480
3,1990-1994,95,Homicide (assault),38,ND,55,3198796,1.694620
3,1990-1994,95,Homicide (assault),39,OH,3167,55075902,5.592630
3,1990-1994,95,Homicide (assault),40,OK,1341,16074767,8.345170
3,1990-1994,95,Homicide (assault),41,OR,687,14944214,4.564090
3,1990-1994,95,Homicide (assault),42,PA,3959,60199031,6.482440
3,1990-1994,95,Homicide (assault),44,RI,220,5057766,4.057000
3,1990-1994,95,Homicide (assault),45,SC,2095,18046282,11.184450
3,1990-1994,95,Homicide (assault),46,SD,108,3565423,2.983620
3,1990-1994,95,Homicide (assault),47,TN,2816,25262536,10.702270
3,1990-1994,95,Homicide (assault),48,TX,11793,88869927,12.684620
3,1990-1994,95,Homicide (assault),49,UT,294,9198279,3.197020
3,1990-1994,95,Homicide (assault),50,VT,75,2865699,2.535710
3,1990-1994,95,Homicide (assault),51,VA,2826,32005651,8.230020
3,1990-1994,95,Homicide (assault),53,WA,1363,25707076,5.140990
3,1990-1994,95,Homicide (assault),54,WV,612,9036623,6.738950
3,1990-1994,95,Homicide (assault),55,WI,1136,25100077,4.415650
3,1990-1994,95,Homicide (assault),56,WY,95,2332463,4.014500
3,1990-1994,97,Suicide (intentional self-harm),01,AL,2659,20768188,12.796540
3,1990-1994,97,Suicide (intentional self-harm),02,AK,451,2911712,16.236000
3,1990-1994,97,Suicide (intentional self-harm),04,AZ,3491,19680073,18.098070
3,1990-1994,97,Suicide (intentional self-harm),05,AR,1550,12100175,12.764880
3,1990-1994,97,Suicide (intentional self-harm),06,CA,18709,153964779,12.883390
3,1990-1994,97,Suicide (intentional self-harm),08,CO,2936,17515354,17.228280
3,1990-1994,97,Suicide (intentional self-harm),09,CT,1553,16516019,9.163530
3,1990-1994,97,Suicide (intentional self-harm),10,DE,419,3468096,11.917690
3,1990-1994,97,Suicide (intentional self-harm),11,DC,175,2989875,5.593620
3,1990-1994,97,Suicide (intentional self-harm),12,FL,10402,68124906,14.708010
3,1990-1994,97,Suicide (intentional self-harm),13,GA,4273,34083829,12.978370
3,1990-1994,97,Suicide (intentional self-harm),15,HI,618,5763970,10.682090
3,1990-1994,97,Suicide (intentional self-harm),16,ID,915,5373658,17.806900
3,1990-1994,97,Suicide (intentional self-harm),17,IL,5717,58415914,9.864460
3,1990-1994,97,Suicide (intentional self-harm),18,IN,3575,28367639,12.588260
3,1990-1994,97,Suicide (intentional self-harm),19,IA,1598,14080487,11.139180
3,1990-1994,97,Suicide (intentional self-harm),20,KS,1546,12645750,12.373820
3,1990-1994,97,Suicide (intentional self-harm),21,KY,2572,18834387,13.682300
3,1990-1994,97,Suicide (intentional self-harm),22,LA,2727,21430164,13.160410
3,1990-1994,97,Suicide (intentional self-harm),23,ME,838,6188481,13.380060
3,1990-1994,97,Suicide (intentional self-harm),24,MD,2433,24567426,9.883760
3,1990-1994,97,Suicide (intentional self-harm),25,MA,2529,30219414,8.202130
3,1990-1994,97,Suicide (intentional self-harm),26,MI,5402,47312659,11.554950
3,1990-1994,97,Suicide (intentional self-harm),27,MN,2562,22477839,11.491360
3,1990-1994,97,Suicide (intentional self-harm),28,MS,1589,13139775,12.383460
3,1990-1994,97,Suicide (intentional self-harm),29,MO,3448,26100646,13.145100
3,1990-1994,97,Suicide (intentional self-harm),30,MT,794,4140582,19.480090
3,1990-1994,97,Suicide (intentional self-harm),31,NE,957,8050622,11.992240
3,1990-1994,97,Suicide (intentional self-harm),32,NV,1601,6759884,24.160120
3,1990-1994,97,Suicide (intentional self-harm),33,NH,697,5608983,12.521250
3,1990-1994,97,Suicide (intentional self-harm),34,NJ,2728,39388593,6.814900
3,1990-1994,97,Suicide (intentional self-harm),35,NM,1453,7984667,18.966030
3,1990-1994,97,Suicide (intentional self-harm),36,NY,7548,91194042,8.173880
3,1990-1994,97,Suicide (intentional self-harm),37,NC,4317,34540347,12.408730
3,1990-1994,97,Suicide (intentional self-harm),38,ND,371,3198796,11.567570
3,1990-1994,97,Suicide (intentional self-harm),39,OH,5875,55075902,10.674560
3,1990-1994,97,Suicide (intentional self-harm),40,OK,2242,16074767,13.951010
3,1990-1994,97,Suicide (intentional self-harm),41,OR,2367,14944214,15.767880
3,1990-1994,97,Suicide (intentional self-harm),42,PA,6976,60199031,11.308940
3,1990-1994,97,Suicide (intentional self-harm),44,RI,454,5057766,8.623910
3,1990-1994,97,Suicide (intentional self-harm),45,SC,2277,18046282,12.743010
3,1990-1994,97,Suicide (intentional self-harm),46,SD,479,3565423,13.650630
3,1990-1994,97,Suicide (intentional self-harm),47,TN,3297,25262536,12.894320
3,1990-1994,97,Suicide (intentional self-harm),48,TX,11311,88869927,13.339430
3,1990-1994,97,Suicide (intentional self-harm),49,UT,1357,9198279,16.374190
3,1990-1994,97,Suicide (intentional self-harm),50,VT,406,2865699,14.209250
3,1990-1994,97,Suicide (intentional self-harm),51,VA,4007,32005651,12.600110
3,1990-1994,97,Suicide (intentional self-harm),53,WA,3512,25707076,13.877640
3,1990-1994,97,Suicide (intentional self-harm),54,WV,1226,9036623,13.174420
3,1990-1994,97,Suicide (intentional self-harm),55,WI,2960,25100077,11.841750
3,1990-1994,97,Suicide (intentional self-harm),56,WY,464,2332463,20.782570
3,1990-1994,103,"Accidents, motor vehicle",01,AL,5681,20768188,26.965560
3,1990-1994,103,"Accidents, motor vehicle",02,AK,461,2911712,17.296420
3,1990-1994,103,"Accidents, motor vehicle",04,AZ,4073,19680073,20.734820
3,1990-1994,103,"Accidents, motor vehicle",05,AR,3051,12100175,24.797850
3,1990-1994,103,"Accidents, motor vehicle",06,CA,23146,153964779,15.101410
3,1990-1994,103,"Accidents, motor vehicle",08,CO,2890,17515354,16.625170
3,1990-1994,103,"Accidents, motor vehicle",09,CT,1743,16516019,10.298400
3,1990-1994,103,"Accidents, motor vehicle",10,DE,591,3468096,16.686710
3,1990-1994,103,"Accidents, motor vehicle",11,DC,329,2989875,10.838460
3,1990-1994,103,"Accidents, motor vehicle",12,FL,12935,68124906,18.677420
3,1990-1994,103,"Accidents, motor vehicle",13,GA,7239,34083829,21.383640
3,1990-1994,103,"Accidents, motor vehicle",15,HI,684,5763970,11.806910
3,1990-1994,103,"Accidents, motor vehicle",16,ID,1191,5373658,22.418780
3,1990-1994,103,"Accidents, motor vehicle",17,IL,8177,58415914,13.880280
3,1990-1994,103,"Accidents, motor vehicle",18,IN,4906,28367639,16.987210
3,1990-1994,103,"Accidents, motor vehicle",19,IA,2382,14080487,16.513280
3,1990-1994,103,"Accidents, motor vehicle",20,KS,2227,12645750,17.427250
3,1990-1994,103,"Accidents, motor vehicle",21,KY,4077,18834387,21.136610
3,1990-1994,103,"Accidents, motor vehicle",22,LA,4460,21430164,20.708610
3,1990-1994,103,"Accidents, motor vehicle",23,ME,964,6188481,15.445050
3,1990-1994,103,"Accidents, motor vehicle",24,MD,3331,24567426,13.677740
3,1990-1994,103,"Accidents, motor vehicle",25,MA,2843,30219414,9.116140
3,1990-1994,103,"Accidents, motor vehicle",26,MI,7411,47312659,15.646590
3,1990-1994,103,"Accidents, motor vehicle",27,MN,3071,22477839,13.640200
3,1990-1994,103,"Accidents, motor vehicle",28,MS,4131,13139775,31.132660
3,1990-1994,103,"Accidents, motor vehicle",29,MO,5063,26100646,19.180500
3,1990-1994,103,"Accidents, motor vehicle",30,MT,918,4140582,22.503990
3,1990-1994,103,"Accidents, motor vehicle",31,NE,1349,8050622,16.566790
3,1990-1994,103,"Accidents, motor vehicle",32,NV,1270,6759884,18.937480
3,1990-1994,103,"Accidents, motor vehicle",33,NH,641,5608983,11.536780
3,1990-1994,103,"Accidents, motor vehicle",34,NJ,4165,39388593,10.490210
3,1990-1994,103,"Accidents, motor vehicle",35,NM,2062,7984667,26.066680
3,1990-1994,103,"Accidents, motor vehicle",36,NY,10269,91194042,11.102320
3,1990-1994,103,"Accidents, motor vehicle",37,NC,6917,34540347,19.588290
3,1990-1994,103,"Accidents, motor vehicle",38,ND,469,3198796,14.372190
3,1990-1994,103,"Accidents, motor vehicle",39,OH,7587,55075902,13.665040
3,1990-1994,103,"Accidents, motor vehicle",40,OK,3420,16074767,21.130940
3,1990-1994,103,"Accidents, motor vehicle",41,OR,2452,14944214,16.347960
3,1990-1994,103,"Accidents, motor vehicle",42,PA,8209,60199031,13.245930
3,1990-1994,103,"Accidents, motor vehicle",44,RI,439,5057766,8.328320
3,1990-1994,103,"Accidents, motor vehicle",45,SC,4266,18046282,23.187670
3,1990-1994,103,"Accidents, motor vehicle",46,SD,725,3565423,20.489610
3,1990-1994,103,"Accidents, motor vehicle",47,TN,5936,25262536,23.028680
3,1990-1994,103,"Accidents, motor vehicle",48,TX,15989,88869927,18.032410
3,1990-1994,103,"Accidents, motor vehicle",49,UT,1480,9198279,16.715510
3,1990-1994,103,"Accidents, motor vehicle",50,VT,417,2865699,14.403700
3,1990-1994,103,"Accidents, motor vehicle",51,VA,4610,32005651,14.347980
3,1990-1994,103,"Accidents, motor vehicle",53,WA,3717,25707076,14.514580
3,1990-1994,103,"Accidents, motor vehicle",54,WV,2082,9036623,22.541330
3,1990-1994,103,"Accidents, motor vehicle",55,WI,3663,25100077,14.397030
3,1990-1994,103,"Accidents, motor vehicle",56,WY,545,2332463,23.413450
3,1990-1994,111,Accidental drug poisoning,01,AL,218,20768188,1.063740
3,1990-1994,111,Accidental drug poisoning,02,AK,58,2911712,1.874380
3,1990-1994,111,Accidental drug poisoning,04,AZ,673,19680073,3.475190
3,1990-1994,111,Accidental drug poisoning,05,AR,98,12100175,0.826470
3,1990-1994,111,Accidental drug poisoning,06,CA,7567,153964779,4.863520
3,1990-1994,111,Accidental drug poisoning,08,CO,364,17515354,2.000250
3,1990-1994,111,Accidental drug poisoning,09,CT,483,16516019,2.786500
3,1990-1994,111,Accidental drug poisoning,10,DE,119,3468096,3.361950
3,1990-1994,111,Accidental drug poisoning,11,DC,33,2989875,1.094500
3,1990-1994,111,Accidental drug poisoning,12,FL,1185,68124906,1.774810
3,1990-1994,111,Accidental drug poisoning,13,GA,543,34083829,1.616710
3,1990-1994,111,Accidental drug poisoning,15,HI,91,5763970,1.582710
3,1990-1994,111,Accidental drug poisoning,16,ID,72,5373658,1.412960
3,1990-1994,111,Accidental drug poisoning,17,IL,1991,58415914,3.348110
3,1990-1994,111,Accidental drug poisoning,18,IN,250,28367639,0.889650
3,1990-1994,111,Accidental drug poisoning,19,IA,111,14080487,0.757600
